ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.History16OwnerRequest	history16ownerrequest	1590488073464	 	3.3.1
REQUEST	1288		spring-pivotal-logo.png	1590488205997	1590488209678	OK	 
REQUEST	1271		spring-pivotal-logo.png	1590488203979	1590488209678	OK	 
REQUEST	1174		spring-pivotal-logo.png	1590488204030	1590488209679	OK	 
REQUEST	1247		spring-pivotal-logo.png	1590488204106	1590488209679	OK	 
REQUEST	1312		spring-pivotal-logo.png	1590488204024	1590488209679	OK	 
REQUEST	1177		spring-pivotal-logo.png	1590488204109	1590488209679	OK	 
REQUEST	1296		spring-pivotal-logo.png	1590488204218	1590488209679	OK	 
REQUEST	1245		spring-pivotal-logo.png	1590488204103	1590488209679	OK	 
REQUEST	1280		spring-pivotal-logo.png	1590488205978	1590488209680	OK	 
REQUEST	1190		spring-pivotal-logo.png	1590488204024	1590488209681	OK	 
REQUEST	1284		spring-pivotal-logo.png	1590488204021	1590488209682	OK	 
REQUEST	1303		spring-pivotal-logo.png	1590488204018	1590488209683	OK	 
REQUEST	1234		spring-pivotal-logo.png	1590488204105	1590488209684	OK	 
REQUEST	1297		spring-pivotal-logo.png	1590488204257	1590488209684	OK	 
REQUEST	1305		spring-pivotal-logo.png	1590488204262	1590488209685	OK	 
REQUEST	1371		bootstrap.min.js	1590488209649	1590488209685	OK	 
REQUEST	1302		spring-pivotal-logo.png	1590488203996	1590488209687	OK	 
REQUEST	1388		bootstrap.min.js	1590488209665	1590488209689	OK	 
REQUEST	1299		spring-pivotal-logo.png	1590488204436	1590488209689	OK	 
REQUEST	1116		spring-pivotal-logo.png	1590488202553	1590488209689	OK	 
REQUEST	1295		spring-pivotal-logo.png	1590488204111	1590488209689	OK	 
REQUEST	1066		spring-pivotal-logo.png	1590488202523	1590488209690	OK	 
REQUEST	1268		spring-pivotal-logo.png	1590488203996	1590488209690	OK	 
REQUEST	1192		spring-pivotal-logo.png	1590488204047	1590488209690	OK	 
REQUEST	1290		spring-pivotal-logo.png	1590488204212	1590488209690	OK	 
REQUEST	1055		spring-pivotal-logo.png	1590488202527	1590488209691	OK	 
REQUEST	1195		spring-pivotal-logo.png	1590488204035	1590488209691	OK	 
REQUEST	1256		spring-pivotal-logo.png	1590488202562	1590488209691	OK	 
REQUEST	1165		spring-pivotal-logo.png	1590488202392	1590488209691	OK	 
REQUEST	1255		spring-pivotal-logo.png	1590488204089	1590488209692	OK	 
REQUEST	1261		spring-pivotal-logo.png	1590488204138	1590488209692	OK	 
REQUEST	1253		spring-pivotal-logo.png	1590488202632	1590488209692	OK	 
REQUEST	1167		spring-pivotal-logo.png	1590488202397	1590488209692	OK	 
REQUEST	1225		spring-pivotal-logo.png	1590488204443	1590488209692	OK	 
REQUEST	1254		spring-pivotal-logo.png	1590488204108	1590488209693	OK	 
REQUEST	1300		spring-pivotal-logo.png	1590488204446	1590488209693	OK	 
REQUEST	1194		spring-pivotal-logo.png	1590488204449	1590488209693	OK	 
REQUEST	1155		spring-pivotal-logo.png	1590488205940	1590488209693	OK	 
REQUEST	1314		spring-pivotal-logo.png	1590488206061	1590488209694	OK	 
REQUEST	1310		spring-pivotal-logo.png	1590488206011	1590488209694	OK	 
REQUEST	1320		spring-pivotal-logo.png	1590488206059	1590488209694	OK	 
REQUEST	1267		spring-pivotal-logo.png	1590488206045	1590488209695	OK	 
REQUEST	1313		spring-pivotal-logo.png	1590488206080	1590488209695	OK	 
REQUEST	1040		spring-pivotal-logo.png	1590488206176	1590488209695	OK	 
REQUEST	1163		spring-pivotal-logo.png	1590488204017	1590488209695	OK	 
REQUEST	1289		spring-pivotal-logo.png	1590488204152	1590488209695	OK	 
REQUEST	1248		spring-pivotal-logo.png	1590488204080	1590488209695	OK	 
REQUEST	1211		spring-pivotal-logo.png	1590488204096	1590488209696	OK	 
REQUEST	1308		spring-pivotal-logo.png	1590488203999	1590488209696	OK	 
REQUEST	1321		spring-pivotal-logo.png	1590488206195	1590488209696	OK	 
REQUEST	1056		spring-pivotal-logo.png	1590488205977	1590488209696	OK	 
REQUEST	1339		spring-pivotal-logo.png	1590488206137	1590488209696	OK	 
REQUEST	1327		spring-pivotal-logo.png	1590488206108	1590488209696	OK	 
REQUEST	1330		spring-pivotal-logo.png	1590488206217	1590488209697	OK	 
REQUEST	1294		spring-pivotal-logo.png	1590488205995	1590488209697	OK	 
REQUEST	1351		spring-pivotal-logo.png	1590488207676	1590488209697	OK	 
REQUEST	1322		spring-pivotal-logo.png	1590488206226	1590488209697	OK	 
REQUEST	1246		spring-pivotal-logo.png	1590488205989	1590488209697	OK	 
REQUEST	1377		spring-pivotal-logo.png	1590488208710	1590488209698	OK	 
REQUEST	1359		spring-pivotal-logo.png	1590488209065	1590488209698	OK	 
REQUEST	1329		spring-pivotal-logo.png	1590488206103	1590488209698	OK	 
REQUEST	1178		spring-pivotal-logo.png	1590488204021	1590488209698	OK	 
REQUEST	1260		spring-pivotal-logo.png	1590488206158	1590488209699	OK	 
REQUEST	1364		pets.png	1590488208612	1590488209715	OK	 
REQUEST	1377		pets.png	1590488208710	1590488209716	OK	 
REQUEST	1376		pets.png	1590488208756	1590488209716	OK	 
REQUEST	1363		pets.png	1590488209293	1590488209716	OK	 
REQUEST	1360		pets.png	1590488209062	1590488209716	OK	 
REQUEST	1370		pets.png	1590488209067	1590488209716	OK	 
REQUEST	1345		pets.png	1590488208081	1590488209716	OK	 
REQUEST	1358		pets.png	1590488208684	1590488209717	OK	 
REQUEST	1357		pets.png	1590488209062	1590488209717	OK	 
REQUEST	1344		pets.png	1590488208079	1590488209717	OK	 
REQUEST	1343		pets.png	1590488207950	1590488209717	OK	 
REQUEST	1359		pets.png	1590488209065	1590488209718	OK	 
REQUEST	1351		pets.png	1590488207676	1590488209718	OK	 
REQUEST	1355		pets.png	1590488208682	1590488209719	OK	 
REQUEST	1349		pets.png	1590488208683	1590488209719	OK	 
REQUEST	1352		pets.png	1590488208640	1590488209719	OK	 
REQUEST	1353		pets.png	1590488208588	1590488209720	OK	 
REQUEST	1347		pets.png	1590488208588	1590488209721	OK	 
REQUEST	1388		pets.png	1590488209330	1590488209722	OK	 
REQUEST	1371		pets.png	1590488209303	1590488209723	OK	 
REQUEST	1354		pets.png	1590488208683	1590488209723	OK	 
REQUEST	1356		pets.png	1590488208629	1590488209724	OK	 
REQUEST	1337		pets.png	1590488207749	1590488209727	OK	 
REQUEST	1392		Login	1590488209746	1590488209747	OK	 
REQUEST	1078		becomeSitterPost	1590488209730	1590488209749	OK	 
REQUEST	1386		Login	1590488209746	1590488209758	OK	 
REQUEST	1361		Logged	1590488209753	1590488209762	OK	 
REQUEST	1369		Logged	1590488209753	1590488209763	OK	 
REQUEST	1391		bootstrap.min.css	1590488209663	1590488209765	OK	 
REQUEST	1391		signin.css	1590488209662	1590488209767	OK	 
USER	OK	602	END	1590488127140	1590488209768
USER	OK	578	END	1590488124972	1590488209768
REQUEST	1369		Logged Redirect 1	1590488209763	1590488209772	OK	 
REQUEST	1361		Logged Redirect 1	1590488209762	1590488209773	OK	 
REQUEST	1361		jquery-ui.theme.min.css	1590488209774	1590488209790	OK	 
REQUEST	1369		jquery-ui.theme.min.css	1590488209773	1590488209795	OK	 
REQUEST	1361		jquery-ui.min.css	1590488209774	1590488209798	OK	 
REQUEST	1369		jquery-ui.min.css	1590488209773	1590488209803	OK	 
REQUEST	1361		jquery.min.js	1590488209791	1590488209811	OK	 
REQUEST	1369		jquery.min.js	1590488209795	1590488209819	OK	 
REQUEST	1361		jquery-ui.min.js	1590488209798	1590488209822	OK	 
REQUEST	1369		bootstrap.min.js	1590488209819	1590488209826	OK	 
REQUEST	1346		petclinic.css	1590488208629	1590488209828	OK	 
REQUEST	1361		bootstrap.min.js	1590488209811	1590488209830	OK	 
REQUEST	1369		jquery-ui.min.js	1590488209803	1590488209835	OK	 
REQUEST	1392		bootstrap.min.css	1590488209748	1590488209841	OK	 
REQUEST	969		becomeSitterErrorPost	1590488209737	1590488209842	OK	 
REQUEST	1169		becomeSitterErrorGet	1590488209756	1590488209844	OK	 
REQUEST	1135		becomeSitterErrorGet	1590488209761	1590488209851	OK	 
REQUEST	1021		becomeSitterPost	1590488209742	1590488209853	OK	 
REQUEST	1386		bootstrap.min.css	1590488209759	1590488209855	OK	 
REQUEST	1151		spring-pivotal-logo.png	1590488204404	1590488209857	OK	 
REQUEST	1309		spring-pivotal-logo.png	1590488204020	1590488209858	OK	 
REQUEST	1360		spring-pivotal-logo.png	1590488209062	1590488209858	OK	 
REQUEST	1365		spring-pivotal-logo.png	1590488209099	1590488209858	OK	 
REQUEST	1392		signin.css	1590488209748	1590488209866	OK	 
REQUEST	1386		signin.css	1590488209759	1590488209867	OK	 
REQUEST	1316		spring-pivotal-logo.png	1590488206090	1590488209875	OK	 
REQUEST	1278		spring-pivotal-logo.png	1590488205972	1590488209877	OK	 
REQUEST	1371		petclinic.css	1590488209303	1590488209884	OK	 
REQUEST	1371		favicon.png	1590488209303	1590488209887	OK	 
REQUEST	1363		spring-pivotal-logo.png	1590488209293	1590488209887	OK	 
USER	Error	761	END	1590488139913	1590488209890
USER	OK	753	END	1590488139588	1590488209890
REQUEST	1137		becomeSitterGet	1590488209890	1590488209899	OK	 
REQUEST	1397		Login	1590488209897	1590488209901	OK	 
USER	Error	809	END	1590488144234	1590488209914
USER	OK	779	END	1590488142172	1590488209914
REQUEST	1393		Login	1590488209913	1590488209917	OK	 
REQUEST	954		becomeSitterPost	1590488209890	1590488209918	OK	 
REQUEST	1367		Logged	1590488209913	1590488209921	OK	 
REQUEST	1173		becomeSitterGet	1590488209768	1590488209926	OK	 
REQUEST	824		becomeSitterPost	1590488209915	1590488209930	OK	 
REQUEST	1367		Logged Redirect 1	1590488209921	1590488209931	OK	 
REQUEST	1367		jquery-ui.theme.min.css	1590488209931	1590488209942	OK	 
REQUEST	1367		jquery-ui.min.css	1590488209931	1590488209942	OK	 
REQUEST	1367		spring-pivotal-logo.png	1590488209931	1590488209945	OK	 
REQUEST	1367		jquery.min.js	1590488209942	1590488209952	OK	 
REQUEST	1367		bootstrap.min.js	1590488209945	1590488209957	OK	 
REQUEST	1367		jquery-ui.min.js	1590488209942	1590488209969	OK	 
USER	OK	758	END	1590488140439	1590488209985
USER	Error	786	END	1590488142434	1590488209985
USER	OK	790	END	1590488143251	1590488209985
REQUEST	1362		Logged	1590488209985	1590488209991	OK	 
REQUEST	1382		Logged	1590488209985	1590488209993	OK	 
REQUEST	1382		Logged Redirect 1	1590488209993	1590488209996	OK	 
REQUEST	1362		Logged Redirect 1	1590488209991	1590488209997	OK	 
REQUEST	1397		bootstrap.min.css	1590488209913	1590488210011	OK	 
REQUEST	1393		bootstrap.min.css	1590488209918	1590488210013	OK	 
REQUEST	1382		jquery-ui.min.css	1590488209997	1590488210013	OK	 
REQUEST	1382		jquery-ui.theme.min.css	1590488209997	1590488210014	OK	 
REQUEST	1382		jquery.min.js	1590488210014	1590488210023	OK	 
REQUEST	1397		signin.css	1590488209913	1590488210025	OK	 
REQUEST	1382		bootstrap.min.js	1590488210023	1590488210030	OK	 
REQUEST	1382		jquery-ui.min.js	1590488210014	1590488210034	OK	 
REQUEST	1393		signin.css	1590488209918	1590488210035	OK	 
REQUEST	1369		pets.png	1590488209773	1590488210037	OK	 
REQUEST	1375		Logged	1590488210040	1590488210045	OK	 
REQUEST	1394		Login	1590488210040	1590488210046	OK	 
REQUEST	1368		Logged	1590488210040	1590488210054	OK	 
REQUEST	1375		Logged Redirect 1	1590488210046	1590488210061	OK	 
REQUEST	1368		Logged Redirect 1	1590488210054	1590488210061	OK	 
REQUEST	1046		becomeSitterPost	1590488210040	1590488210068	OK	 
REQUEST	939		becomeSitterPost	1590488210058	1590488210080	OK	 
REQUEST	1375		jquery-ui.min.css	1590488210062	1590488210090	OK	 
REQUEST	1368		jquery-ui.theme.min.css	1590488210062	1590488210092	OK	 
REQUEST	1368		jquery-ui.min.css	1590488210062	1590488210093	OK	 
REQUEST	1375		jquery-ui.theme.min.css	1590488210062	1590488210101	OK	 
REQUEST	1399		Login	1590488210097	1590488210106	OK	 
REQUEST	1375		jquery.min.js	1590488210090	1590488210113	OK	 
REQUEST	1375		jquery-ui.min.js	1590488210101	1590488210117	OK	 
REQUEST	826		becomeSitterPost	1590488210097	1590488210120	OK	 
REQUEST	1368		jquery.min.js	1590488210093	1590488210120	OK	 
REQUEST	1368		jquery-ui.min.js	1590488210093	1590488210122	OK	 
REQUEST	1368		bootstrap.min.js	1590488210120	1590488210128	OK	 
REQUEST	1395		Login	1590488210125	1590488210129	OK	 
REQUEST	1398		Login	1590488210124	1590488210129	OK	 
USER	Error	750	END	1590488139138	1590488210136
REQUEST	1394		bootstrap.min.css	1590488210047	1590488210141	OK	 
REQUEST	1375		bootstrap.min.js	1590488210113	1590488210146	OK	 
REQUEST	1031		becomeSitterPost	1590488210127	1590488210152	OK	 
REQUEST	1394		signin.css	1590488210046	1590488210154	OK	 
REQUEST	1375		favicon.png	1590488210062	1590488210157	OK	 
REQUEST	1361		favicon.png	1590488209774	1590488210159	OK	 
REQUEST	1367		petclinic.css	1590488209931	1590488210160	OK	 
REQUEST	1366		spring-pivotal-logo.png	1590488209285	1590488210166	OK	 
REQUEST	1375		pets.png	1590488210062	1590488210174	OK	 
REQUEST	1399		bootstrap.min.css	1590488210107	1590488210178	OK	 
REQUEST	1362		jquery-ui.theme.min.css	1590488209998	1590488210185	OK	 
REQUEST	1065		becomeSitterPost	1590488210176	1590488210191	OK	 
REQUEST	1362		jquery-ui.min.css	1590488209998	1590488210194	OK	 
REQUEST	1069		becomeSitterPost	1590488210176	1590488210203	OK	 
REQUEST	1398		bootstrap.min.css	1590488210129	1590488210204	OK	 
REQUEST	1395		bootstrap.min.css	1590488210129	1590488210206	OK	 
REQUEST	1362		jquery.min.js	1590488210185	1590488210208	OK	 
REQUEST	1362		jquery-ui.min.js	1590488210194	1590488210213	OK	 
REQUEST	1399		signin.css	1590488210106	1590488210220	OK	 
REQUEST	1362		bootstrap.min.js	1590488210208	1590488210221	OK	 
REQUEST	1362		petclinic.css	1590488209998	1590488210226	OK	 
REQUEST	1395		signin.css	1590488210129	1590488210229	OK	 
REQUEST	1382		petclinic.css	1590488209996	1590488210230	OK	 
REQUEST	1398		signin.css	1590488210129	1590488210236	OK	 
REQUEST	1368		petclinic.css	1590488210062	1590488210238	OK	 
REQUEST	1375		petclinic.css	1590488210062	1590488210242	OK	 
REQUEST	1388		petclinic.css	1590488209330	1590488210244	OK	 
REQUEST	1363		petclinic.css	1590488209293	1590488210248	OK	 
REQUEST	1369		petclinic.css	1590488209773	1590488210248	OK	 
REQUEST	1368		favicon.png	1590488210062	1590488210252	OK	 
REQUEST	1361		petclinic.css	1590488209774	1590488210254	OK	 
REQUEST	1362		favicon.png	1590488209998	1590488210257	OK	 
REQUEST	1388		favicon.png	1590488209330	1590488210258	OK	 
REQUEST	1382		favicon.png	1590488209996	1590488210258	OK	 
REQUEST	1368		spring-pivotal-logo.png	1590488210062	1590488210261	OK	 
REQUEST	1362		spring-pivotal-logo.png	1590488209998	1590488210261	OK	 
REQUEST	1388		spring-pivotal-logo.png	1590488209330	1590488210261	OK	 
REQUEST	1382		spring-pivotal-logo.png	1590488209997	1590488210261	OK	 
REQUEST	1375		spring-pivotal-logo.png	1590488210062	1590488210262	OK	 
REQUEST	1369		spring-pivotal-logo.png	1590488209773	1590488210265	OK	 
REQUEST	1361		spring-pivotal-logo.png	1590488209774	1590488210266	OK	 
REQUEST	1371		spring-pivotal-logo.png	1590488209303	1590488210267	OK	 
REQUEST	1367		pets.png	1590488209931	1590488210271	OK	 
REQUEST	1382		pets.png	1590488209997	1590488210273	OK	 
REQUEST	1361		pets.png	1590488209774	1590488210274	OK	 
REQUEST	1362		pets.png	1590488209998	1590488210277	OK	 
REQUEST	1368		pets.png	1590488210062	1590488210279	OK	 
REQUEST	1369		favicon.png	1590488209773	1590488210286	OK	 
REQUEST	1367		favicon.png	1590488209931	1590488210288	OK	 
REQUEST	1396		Login	1590488210316	1590488210319	OK	 
REQUEST	945		becomeSitterErrorPost	1590488210411	1590488210424	OK	 
REQUEST	1396		bootstrap.min.css	1590488210320	1590488210425	OK	 
REQUEST	1396		signin.css	1590488210319	1590488210426	OK	 
REQUEST	959		becomeSitterErrorPost	1590488210417	1590488210429	OK	 
REQUEST	1385		Logged	1590488210483	1590488210487	OK	 
REQUEST	1385		Logged Redirect 1	1590488210487	1590488210492	OK	 
REQUEST	1003		becomeSitterErrorPost	1590488210480	1590488210495	OK	 
REQUEST	1385		jquery-ui.theme.min.css	1590488210492	1590488210501	OK	 
REQUEST	1385		jquery-ui.min.css	1590488210492	1590488210505	OK	 
REQUEST	1385		jquery.min.js	1590488210501	1590488210511	OK	 
REQUEST	1385		jquery-ui.min.js	1590488210506	1590488210518	OK	 
REQUEST	1385		bootstrap.min.js	1590488210511	1590488210525	OK	 
USER	OK	636	END	1590488129937	1590488210527
REQUEST	1372		Logged	1590488210529	1590488210537	OK	 
REQUEST	843		becomeSitterErrorPost	1590488210527	1590488210543	OK	 
REQUEST	873		becomeSitterPost	1590488210527	1590488210544	OK	 
REQUEST	1372		Logged Redirect 1	1590488210537	1590488210547	OK	 
REQUEST	1023		becomeSitterPost	1590488210529	1590488210548	OK	 
REQUEST	1372		jquery-ui.theme.min.css	1590488210548	1590488210555	OK	 
REQUEST	1372		jquery-ui.min.css	1590488210547	1590488210556	OK	 
REQUEST	1372		jquery.min.js	1590488210555	1590488210563	OK	 
REQUEST	1372		jquery-ui.min.js	1590488210556	1590488210564	OK	 
REQUEST	1385		pets.png	1590488210492	1590488210568	OK	 
REQUEST	1372		pets.png	1590488210548	1590488210570	OK	 
REQUEST	1372		bootstrap.min.js	1590488210563	1590488210574	OK	 
REQUEST	1083		becomeSitterErrorPost	1590488210576	1590488210588	OK	 
REQUEST	1042		becomeSitterErrorPost	1590488210576	1590488210589	OK	 
REQUEST	1096		becomeSitterErrorPost	1590488210578	1590488210591	OK	 
USER	OK	788	END	1590488142907	1590488210592
REQUEST	1013		becomeSitterErrorPost	1590488210590	1590488210605	OK	 
REQUEST	1378		Logged	1590488210595	1590488210607	OK	 
REQUEST	1048		becomeSitterErrorPost	1590488210593	1590488210610	OK	 
REQUEST	1378		Logged Redirect 1	1590488210607	1590488210613	OK	 
REQUEST	1072		becomeSitterErrorPost	1590488210592	1590488210613	OK	 
REQUEST	1378		favicon.png	1590488210614	1590488210622	OK	 
REQUEST	1378		jquery-ui.min.css	1590488210614	1590488210623	OK	 
REQUEST	1378		jquery-ui.theme.min.css	1590488210614	1590488210627	OK	 
REQUEST	1378		jquery.min.js	1590488210622	1590488210634	OK	 
REQUEST	1378		bootstrap.min.js	1590488210628	1590488210636	OK	 
REQUEST	1385		favicon.png	1590488210492	1590488210638	OK	 
REQUEST	1378		jquery-ui.min.js	1590488210623	1590488210641	OK	 
REQUEST	1385		petclinic.css	1590488210492	1590488210642	OK	 
REQUEST	1378		spring-pivotal-logo.png	1590488210614	1590488210643	OK	 
REQUEST	1385		spring-pivotal-logo.png	1590488210492	1590488210643	OK	 
REQUEST	1372		favicon.png	1590488210547	1590488210650	OK	 
REQUEST	1380		Logged	1590488210645	1590488210650	OK	 
REQUEST	1380		Logged Redirect 1	1590488210651	1590488210657	OK	 
REQUEST	1132		becomeSitterErrorPost	1590488210645	1590488210660	OK	 
REQUEST	1061		becomeSitterErrorPost	1590488210645	1590488210663	OK	 
REQUEST	1380		favicon.png	1590488210658	1590488210667	OK	 
REQUEST	1380		jquery-ui.min.css	1590488210658	1590488210672	OK	 
REQUEST	1372		petclinic.css	1590488210547	1590488210672	OK	 
REQUEST	1372		spring-pivotal-logo.png	1590488210548	1590488210677	OK	 
REQUEST	1380		jquery.min.js	1590488210667	1590488210680	OK	 
REQUEST	1380		bootstrap.min.js	1590488210680	1590488210687	OK	 
REQUEST	1380		jquery-ui.min.js	1590488210672	1590488210692	OK	 
REQUEST	1380		spring-pivotal-logo.png	1590488210658	1590488210702	OK	 
REQUEST	1380		jquery-ui.theme.min.css	1590488210658	1590488210705	OK	 
REQUEST	1378		pets.png	1590488210614	1590488210707	OK	 
REQUEST	1400		Login	1590488210709	1590488210711	OK	 
REQUEST	1380		pets.png	1590488210658	1590488210713	OK	 
REQUEST	1380		petclinic.css	1590488210658	1590488210717	OK	 
REQUEST	1378		petclinic.css	1590488210614	1590488210722	OK	 
REQUEST	1381		Logged	1590488210747	1590488210752	OK	 
REQUEST	1381		Logged Redirect 1	1590488210752	1590488210756	OK	 
REQUEST	1381		jquery-ui.min.css	1590488210757	1590488210767	OK	 
REQUEST	1381		jquery-ui.theme.min.css	1590488210757	1590488210773	OK	 
REQUEST	1381		petclinic.css	1590488210757	1590488210778	OK	 
REQUEST	1381		jquery.min.js	1590488210767	1590488210784	OK	 
REQUEST	1381		bootstrap.min.js	1590488210779	1590488210789	OK	 
REQUEST	1381		jquery-ui.min.js	1590488210773	1590488210793	OK	 
REQUEST	1381		favicon.png	1590488210757	1590488210796	OK	 
REQUEST	1381		pets.png	1590488210757	1590488210802	OK	 
REQUEST	1381		spring-pivotal-logo.png	1590488210757	1590488210804	OK	 
REQUEST	1400		bootstrap.min.css	1590488210711	1590488210810	OK	 
REQUEST	1400		signin.css	1590488210711	1590488210824	OK	 
REQUEST	1387		Logged	1590488210839	1590488210842	OK	 
REQUEST	1387		Logged Redirect 1	1590488210842	1590488210846	OK	 
REQUEST	1387		jquery-ui.min.css	1590488210847	1590488210857	OK	 
REQUEST	1387		jquery-ui.theme.min.css	1590488210847	1590488210859	OK	 
REQUEST	1387		favicon.png	1590488210847	1590488210863	OK	 
REQUEST	1387		jquery.min.js	1590488210857	1590488210864	OK	 
REQUEST	1387		bootstrap.min.js	1590488210863	1590488210873	OK	 
REQUEST	1387		jquery-ui.min.js	1590488210859	1590488210876	OK	 
REQUEST	1387		spring-pivotal-logo.png	1590488210847	1590488210878	OK	 
USER	OK	615	END	1590488128027	1590488210878
USER	OK	674	END	1590488133264	1590488210880
REQUEST	1387		petclinic.css	1590488210847	1590488210886	OK	 
REQUEST	1387		pets.png	1590488210847	1590488210889	OK	 
USER	OK	604	END	1590488127492	1590488210935
REQUEST	1379		Logged	1590488210957	1590488210961	OK	 
REQUEST	1373		Logged	1590488210957	1590488210961	OK	 
REQUEST	1374		Logged	1590488210957	1590488210961	OK	 
REQUEST	1373		Logged Redirect 1	1590488210962	1590488210967	OK	 
REQUEST	1374		Logged Redirect 1	1590488210962	1590488210967	OK	 
REQUEST	1379		Logged Redirect 1	1590488210962	1590488210968	OK	 
REQUEST	1379		jquery-ui.theme.min.css	1590488210968	1590488210979	OK	 
REQUEST	1373		jquery-ui.min.css	1590488210968	1590488210985	OK	 
REQUEST	1374		jquery-ui.min.css	1590488210968	1590488210992	OK	 
REQUEST	1373		jquery-ui.theme.min.css	1590488210968	1590488210994	OK	 
REQUEST	1379		jquery.min.js	1590488210979	1590488210996	OK	 
REQUEST	1374		jquery-ui.theme.min.css	1590488210968	1590488211000	OK	 
REQUEST	1379		jquery-ui.min.js	1590488210997	1590488211011	OK	 
REQUEST	1374		jquery.min.js	1590488210992	1590488211012	OK	 
REQUEST	1374		jquery-ui.min.js	1590488211001	1590488211014	OK	 
REQUEST	1373		jquery-ui.min.js	1590488210994	1590488211017	OK	 
REQUEST	1379		bootstrap.min.js	1590488211011	1590488211021	OK	 
REQUEST	1374		bootstrap.min.js	1590488211012	1590488211023	OK	 
REQUEST	1379		jquery-ui.min.css	1590488210968	1590488211027	OK	 
REQUEST	1373		bootstrap.min.js	1590488211018	1590488211027	OK	 
REQUEST	1373		jquery.min.js	1590488210985	1590488211034	OK	 
REQUEST	1373		favicon.png	1590488210968	1590488211037	OK	 
REQUEST	1374		favicon.png	1590488210968	1590488211039	OK	 
REQUEST	1379		pets.png	1590488210968	1590488211041	OK	 
REQUEST	1373		spring-pivotal-logo.png	1590488210968	1590488211043	OK	 
REQUEST	1379		favicon.png	1590488210968	1590488211045	OK	 
REQUEST	1373		pets.png	1590488210968	1590488211047	OK	 
REQUEST	1374		pets.png	1590488210968	1590488211052	OK	 
REQUEST	1379		petclinic.css	1590488210968	1590488211058	OK	 
REQUEST	1373		petclinic.css	1590488210968	1590488211063	OK	 
REQUEST	1374		petclinic.css	1590488210968	1590488211067	OK	 
REQUEST	1379		spring-pivotal-logo.png	1590488210968	1590488211071	OK	 
REQUEST	1374		spring-pivotal-logo.png	1590488210968	1590488211073	OK	 
USER	OK	731	END	1590488138006	1590488211088
USER	OK	791	END	1590488143305	1590488211110
USER	OK	649	END	1590488130986	1590488211128
USER	Error	759	END	1590488139588	1590488211128
REQUEST	1383		Logged	1590488211145	1590488211148	OK	 
REQUEST	1383		Logged Redirect 1	1590488211149	1590488211153	OK	 
REQUEST	1383		petclinic.css	1590488211153	1590488211161	OK	 
REQUEST	1383		jquery-ui.min.css	1590488211154	1590488211163	OK	 
REQUEST	1383		jquery.min.js	1590488211162	1590488211172	OK	 
REQUEST	1383		jquery-ui.theme.min.css	1590488211154	1590488211174	OK	 
REQUEST	1383		bootstrap.min.js	1590488211172	1590488211178	OK	 
USER	OK	657	END	1590488131438	1590488211180
REQUEST	1383		jquery-ui.min.js	1590488211164	1590488211180	OK	 
REQUEST	1383		favicon.png	1590488211153	1590488211185	OK	 
REQUEST	1383		spring-pivotal-logo.png	1590488211154	1590488211185	OK	 
REQUEST	1383		pets.png	1590488211154	1590488211188	OK	 
REQUEST	1389		Logged	1590488211195	1590488211201	OK	 
REQUEST	1389		Logged Redirect 1	1590488211201	1590488211208	OK	 
REQUEST	1389		jquery-ui.min.css	1590488211209	1590488211219	OK	 
REQUEST	1389		favicon.png	1590488211209	1590488211224	OK	 
REQUEST	1389		jquery-ui.theme.min.css	1590488211209	1590488211226	OK	 
REQUEST	1389		jquery.min.js	1590488211220	1590488211230	OK	 
REQUEST	1389		bootstrap.min.js	1590488211226	1590488211237	OK	 
REQUEST	1389		jquery-ui.min.js	1590488211224	1590488211239	OK	 
REQUEST	1389		spring-pivotal-logo.png	1590488211209	1590488211241	OK	 
REQUEST	1389		pets.png	1590488211209	1590488211243	OK	 
REQUEST	1389		petclinic.css	1590488211209	1590488211247	OK	 
REQUEST	1017		becomeSitterErrorPost	1590488211255	1590488211264	OK	 
REQUEST	1071		becomeSitterErrorGet	1590488211275	1590488211281	OK	 
USER	OK	580	END	1590488125379	1590488211325
USER	Error	770	END	1590488140929	1590488211338
REQUEST	1390		Logged	1590488211338	1590488211342	OK	 
REQUEST	1390		Logged Redirect 1	1590488211343	1590488211346	OK	 
REQUEST	1390		jquery-ui.min.css	1590488211348	1590488211359	OK	 
REQUEST	1390		jquery-ui.theme.min.css	1590488211348	1590488211359	OK	 
REQUEST	1006		becomeSitterErrorPost	1590488211360	1590488211373	OK	 
REQUEST	1039		becomeSitterErrorPost	1590488211360	1590488211375	OK	 
REQUEST	1390		jquery-ui.min.js	1590488211359	1590488211378	OK	 
REQUEST	1390		jquery.min.js	1590488211359	1590488211378	OK	 
REQUEST	1390		favicon.png	1590488211347	1590488211380	OK	 
REQUEST	1390		spring-pivotal-logo.png	1590488211348	1590488211383	OK	 
USER	OK	719	END	1590488136898	1590488211386
REQUEST	1390		bootstrap.min.js	1590488211378	1590488211392	OK	 
REQUEST	1390		pets.png	1590488211348	1590488211392	OK	 
REQUEST	1390		petclinic.css	1590488211347	1590488211395	OK	 
USER	OK	720	END	1590488136987	1590488211447
USER	Error	747	END	1590488138723	1590488211619
