ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.Historia18TestDiagnosis	historia18testdiagnosis	1590513708104	 	3.3.1
USER	VetWithoutDiagnosis	3898	END	1590513748028	1590513829070
REQUEST	9598		ShowMyDiagnosis	1590513829070	1590513829075	OK	 
REQUEST	9547		ShowMyDiagnosis	1590513829070	1590513829079	OK	 
USER	VetWithDiagnosis	3848	END	1590513748028	1590513829081
USER	VetWithoutDiagnosis	3899	END	1590513748050	1590513829085
REQUEST	9599		ShowMyDiagnosis	1590513829085	1590513829091	OK	 
REQUEST	9548		ShowMyDiagnosis	1590513829085	1590513829096	OK	 
USER	VetWithDiagnosis	3849	END	1590513748050	1590513829106
USER	VetWithoutDiagnosis	3900	END	1590513748066	1590513829106
REQUEST	9600		ShowMyDiagnosis	1590513829106	1590513829110	OK	 
REQUEST	9549		ShowMyDiagnosis	1590513829106	1590513829115	OK	 
USER	VetWithDiagnosis	3850	END	1590513748066	1590513829117
USER	VetWithoutDiagnosis	3901	END	1590513748087	1590513829127
USER	VetWithDiagnosis	3851	END	1590513748087	1590513829127
REQUEST	9601		ShowMyDiagnosis	1590513829127	1590513829131	OK	 
REQUEST	9550		ShowMyDiagnosis	1590513829127	1590513829134	OK	 
USER	VetWithDiagnosis	3852	END	1590513748109	1590513829147
REQUEST	9602		ShowMyDiagnosis	1590513829147	1590513829151	OK	 
REQUEST	9551		ShowMyDiagnosis	1590513829147	1590513829154	OK	 
USER	VetWithoutDiagnosis	3902	END	1590513748109	1590513829158
REQUEST	9552		ShowMyDiagnosis	1590513829168	1590513829174	OK	 
USER	VetWithoutDiagnosis	3903	END	1590513748131	1590513829178
USER	VetWithDiagnosis	3853	END	1590513748131	1590513829178
REQUEST	9603		ShowMyDiagnosis	1590513829178	1590513829181	OK	 
REQUEST	9655		ShowMyDiagnosis	1590513829189	1590513829193	OK	 
REQUEST	9604		ShowMyDiagnosis	1590513829189	1590513829193	OK	 
REQUEST	9605		ShowMyDiagnosis	1590513829189	1590513829196	OK	 
REQUEST	9553		ShowMyDiagnosis	1590513829189	1590513829196	OK	 
USER	VetWithoutDiagnosis	3904	END	1590513748147	1590513829199
USER	VetWithDiagnosis	3854	END	1590513748147	1590513829199
USER	VetWithoutDiagnosis	3954	END	1590513748169	1590513829210
REQUEST	9606		ShowMyDiagnosis	1590513829210	1590513829216	OK	 
USER	VetWithDiagnosis	3905	END	1590513748169	1590513829221
REQUEST	9656		ShowMyDiagnosis	1590513829221	1590513829224	OK	 
USER	VetWithoutDiagnosis	3955	END	1590513748185	1590513829225
USER	VetWithDiagnosis	3906	END	1590513748185	1590513829225
REQUEST	9657		ShowMyDiagnosis	1590513829225	1590513829228	OK	 
REQUEST	9607		ShowMyDiagnosis	1590513829225	1590513829232	OK	 
USER	VetWithDiagnosis	3907	END	1590513748207	1590513829245
USER	VetWithoutDiagnosis	3956	END	1590513748207	1590513829256
REQUEST	9658		ShowMyDiagnosis	1590513829256	1590513829260	OK	 
REQUEST	9608		ShowMyDiagnosis	1590513829256	1590513829262	OK	 
REQUEST	9609		ShowMyDiagnosis	1590513829256	1590513829263	OK	 
REQUEST	9659		ShowMyDiagnosis	1590513829267	1590513829269	OK	 
USER	VetWithoutDiagnosis	3957	END	1590513748229	1590513829278
REQUEST	9610		ShowMyDiagnosis	1590513829278	1590513829283	OK	 
USER	VetWithoutDiagnosis	3958	END	1590513748246	1590513829289
USER	VetWithDiagnosis	3908	END	1590513748229	1590513829289
REQUEST	9660		ShowMyDiagnosis	1590513829289	1590513829291	OK	 
USER	VetWithoutDiagnosis	3959	END	1590513748268	1590513829299
REQUEST	9661		ShowMyDiagnosis	1590513829310	1590513829313	OK	 
REQUEST	9611		ShowMyDiagnosis	1590513829310	1590513829316	OK	 
USER	VetWithDiagnosis	3909	END	1590513748246	1590513829321
REQUEST	9662		ShowMyDiagnosis	1590513829321	1590513829324	OK	 
USER	VetWithoutDiagnosis	3960	END	1590513748290	1590513829325
REQUEST	9612		ShowMyDiagnosis	1590513829321	1590513829328	OK	 
USER	VetWithDiagnosis	3910	END	1590513748268	1590513829335
USER	VetWithDiagnosis	3911	END	1590513748290	1590513829335
USER	VetWithoutDiagnosis	3961	END	1590513748305	1590513829367
USER	VetWithDiagnosis	3913	END	1590513748328	1590513829367
USER	VetWithoutDiagnosis	3962	END	1590513748328	1590513829367
USER	VetWithDiagnosis	3912	END	1590513748305	1590513829367
REQUEST	9664		ShowMyDiagnosis	1590513829367	1590513829371	OK	 
REQUEST	9663		ShowMyDiagnosis	1590513829367	1590513829371	OK	 
REQUEST	9613		ShowMyDiagnosis	1590513829367	1590513829375	OK	 
REQUEST	9614		ShowMyDiagnosis	1590513829367	1590513829375	OK	 
USER	VetWithoutDiagnosis	3964	END	1590513748365	1590513829399
USER	VetWithoutDiagnosis	3963	END	1590513748350	1590513829399
REQUEST	9666		ShowMyDiagnosis	1590513829421	1590513829429	OK	 
REQUEST	9667		ShowMyDiagnosis	1590513829426	1590513829431	OK	 
REQUEST	9665		ShowMyDiagnosis	1590513829426	1590513829435	OK	 
REQUEST	9616		ShowMyDiagnosis	1590513829426	1590513829445	OK	 
REQUEST	9617		ShowMyDiagnosis	1590513829426	1590513829447	OK	 
REQUEST	9615		ShowMyDiagnosis	1590513829426	1590513829447	OK	 
USER	VetWithoutDiagnosis	3965	END	1590513748386	1590513829447
USER	VetWithDiagnosis	3914	END	1590513748350	1590513829448
USER	VetWithDiagnosis	3916	END	1590513748386	1590513829450
USER	VetWithDiagnosis	3917	END	1590513748408	1590513829477
USER	VetWithoutDiagnosis	3966	END	1590513748408	1590513829477
REQUEST	9669		ShowMyDiagnosis	1590513829467	1590513829483	OK	 
REQUEST	9668		ShowMyDiagnosis	1590513829463	1590513829483	OK	 
REQUEST	9618		ShowMyDiagnosis	1590513829463	1590513829483	OK	 
REQUEST	9619		ShowMyDiagnosis	1590513829467	1590513829484	OK	 
REQUEST	9670		ShowMyDiagnosis	1590513829487	1590513829490	OK	 
REQUEST	9620		ShowMyDiagnosis	1590513829487	1590513829494	OK	 
USER	VetWithoutDiagnosis	3968	END	1590513748446	1590513829498
REQUEST	9671		ShowMyDiagnosis	1590513829509	1590513829512	OK	 
REQUEST	9621		ShowMyDiagnosis	1590513829509	1590513829516	OK	 
USER	VetWithoutDiagnosis	3967	END	1590513748430	1590513829520
USER	VetWithDiagnosis	3918	END	1590513748430	1590513829520
REQUEST	9672		ShowMyDiagnosis	1590513829530	1590513829534	OK	 
REQUEST	9622		ShowMyDiagnosis	1590513829530	1590513829537	OK	 
REQUEST	9673		ShowMyDiagnosis	1590513829545	1590513829548	OK	 
REQUEST	9623		ShowMyDiagnosis	1590513829545	1590513829551	OK	 
USER	VetWithoutDiagnosis	3969	END	1590513748468	1590513829557
USER	VetWithDiagnosis	3919	END	1590513748446	1590513829567
USER	VetWithoutDiagnosis	3972	END	1590513748527	1590513829578
USER	VetWithDiagnosis	3915	END	1590513748365	1590513829578
USER	VetWithoutDiagnosis	3970	END	1590513748490	1590513829578
REQUEST	9674		ShowMyDiagnosis	1590513829578	1590513829581	OK	 
REQUEST	9624		ShowMyDiagnosis	1590513829578	1590513829582	OK	 
USER	VetWithDiagnosis	3921	END	1590513748490	1590513829598
USER	VetWithoutDiagnosis	3974	END	1590513748566	1590513829598
USER	VetWithDiagnosis	3923	END	1590513748527	1590513829598
REQUEST	9675		ShowMyDiagnosis	1590513829598	1590513829606	OK	 
USER	VetWithDiagnosis	3924	END	1590513748550	1590513829609
USER	VetWithoutDiagnosis	3971	END	1590513748505	1590513829609
USER	VetWithoutDiagnosis	3973	END	1590513748550	1590513829609
USER	VetWithDiagnosis	3922	END	1590513748505	1590513829609
REQUEST	9625		ShowMyDiagnosis	1590513829598	1590513829614	OK	 
REQUEST	9676		ShowMyDiagnosis	1590513829609	1590513829617	OK	 
USER	VetWithDiagnosis	3920	END	1590513748468	1590513829620
REQUEST	9626		ShowMyDiagnosis	1590513829609	1590513829630	OK	 
USER	VetWithoutDiagnosis	3975	END	1590513748587	1590513829632
USER	VetWithDiagnosis	3925	END	1590513748566	1590513829632
USER	VetWithDiagnosis	3926	END	1590513748587	1590513829632
REQUEST	9677		ShowMyDiagnosis	1590513829632	1590513829637	OK	 
REQUEST	9627		ShowMyDiagnosis	1590513829620	1590513829638	OK	 
REQUEST	9678		ShowMyDiagnosis	1590513829635	1590513829643	OK	 
USER	VetWithoutDiagnosis	3976	END	1590513748609	1590513829646
REQUEST	9628		ShowMyDiagnosis	1590513829635	1590513829649	OK	 
USER	VetWithDiagnosis	3927	END	1590513748609	1590513829657
USER	VetWithoutDiagnosis	3977	END	1590513748631	1590513829668
REQUEST	9679		ShowMyDiagnosis	1590513829667	1590513829670	OK	 
REQUEST	9629		ShowMyDiagnosis	1590513829667	1590513829674	OK	 
USER	VetWithDiagnosis	3929	END	1590513748648	1590513829678
USER	VetWithDiagnosis	3928	END	1590513748631	1590513829679
REQUEST	9680		ShowMyDiagnosis	1590513829678	1590513829681	OK	 
REQUEST	9630		ShowMyDiagnosis	1590513829678	1590513829684	OK	 
USER	VetWithoutDiagnosis	3978	END	1590513748648	1590513829689
REQUEST	9681		ShowMyDiagnosis	1590513829700	1590513829708	OK	 
USER	VetWithoutDiagnosis	3979	END	1590513748670	1590513829711
REQUEST	9631		ShowMyDiagnosis	1590513829700	1590513829718	OK	 
USER	VetWithoutDiagnosis	3980	END	1590513748685	1590513829727
USER	VetWithDiagnosis	3931	END	1590513748685	1590513829727
USER	VetWithDiagnosis	3930	END	1590513748670	1590513829727
USER	VetWithoutDiagnosis	3981	END	1590513748707	1590513829737
REQUEST	9632		ShowMyDiagnosis	1590513829711	1590513829740	OK	 
REQUEST	9682		ShowMyDiagnosis	1590513829727	1590513829741	OK	 
REQUEST	9683		ShowMyDiagnosis	1590513829738	1590513829746	OK	 
USER	VetWithDiagnosis	3932	END	1590513748707	1590513829748
REQUEST	9633		ShowMyDiagnosis	1590513829738	1590513829751	OK	 
REQUEST	9634		ShowMyDiagnosis	1590513829759	1590513829766	OK	 
REQUEST	9684		ShowMyDiagnosis	1590513829770	1590513829773	OK	 
REQUEST	9685		ShowMyDiagnosis	1590513829781	1590513829786	OK	 
REQUEST	9635		ShowMyDiagnosis	1590513829785	1590513829797	OK	 
REQUEST	9686		ShowMyDiagnosis	1590513829806	1590513829813	OK	 
REQUEST	9636		ShowMyDiagnosis	1590513829806	1590513829822	OK	 
REQUEST	9687		ShowMyDiagnosis	1590513829817	1590513829827	OK	 
REQUEST	9637		ShowMyDiagnosis	1590513829817	1590513829834	OK	 
REQUEST	9638		ShowMyDiagnosis	1590513829839	1590513829852	OK	 
REQUEST	9688		ShowMyDiagnosis	1590513829853	1590513829864	OK	 
REQUEST	9689		ShowMyDiagnosis	1590513829867	1590513829870	OK	 
REQUEST	9639		ShowMyDiagnosis	1590513829856	1590513829874	OK	 
REQUEST	9640		ShowMyDiagnosis	1590513829878	1590513829885	OK	 
REQUEST	9690		ShowMyDiagnosis	1590513829900	1590513829902	OK	 
REQUEST	9692		ShowMyDiagnosis	1590513829915	1590513829918	OK	 
REQUEST	9691		ShowMyDiagnosis	1590513829915	1590513829918	OK	 
REQUEST	9641		ShowMyDiagnosis	1590513829915	1590513829924	OK	 
REQUEST	9642		ShowMyDiagnosis	1590513829926	1590513829931	OK	 
REQUEST	9693		ShowMyDiagnosis	1590513829936	1590513829940	OK	 
REQUEST	9643		ShowMyDiagnosis	1590513829936	1590513829943	OK	 
REQUEST	9695		ShowMyDiagnosis	1590513829998	1590513830004	OK	 
REQUEST	9694		ShowMyDiagnosis	1590513829998	1590513830004	OK	 
REQUEST	9644		ShowMyDiagnosis	1590513829998	1590513830009	OK	 
REQUEST	9645		ShowMyDiagnosis	1590513829998	1590513830010	OK	 
REQUEST	9696		ShowMyDiagnosis	1590513830009	1590513830011	OK	 
REQUEST	9646		ShowMyDiagnosis	1590513830009	1590513830015	OK	 
USER	VetWithoutDiagnosis	3982	END	1590513748729	1590513830025
REQUEST	9697		ShowMyDiagnosis	1590513830025	1590513830027	OK	 
USER	VetWithoutDiagnosis	3983	END	1590513748750	1590513830035
REQUEST	9648		ShowMyDiagnosis	1590513830035	1590513830040	OK	 
REQUEST	9647		ShowMyDiagnosis	1590513830035	1590513830042	OK	 
USER	VetWithoutDiagnosis	3985	END	1590513748787	1590513830046
REQUEST	9698		ShowMyDiagnosis	1590513830046	1590513830048	OK	 
USER	VetWithDiagnosis	3934	END	1590513748750	1590513830057
USER	VetWithoutDiagnosis	3989	END	1590513748868	1590513830057
USER	VetWithoutDiagnosis	3995	END	1590513748986	1590513830057
REQUEST	9699		ShowMyDiagnosis	1590513830057	1590513830060	OK	 
REQUEST	9649		ShowMyDiagnosis	1590513830057	1590513830062	OK	 
USER	VetWithDiagnosis	3933	END	1590513748729	1590513830068
USER	VetWithoutDiagnosis	3992	END	1590513748927	1590513830090
USER	VetWithoutDiagnosis	3990	END	1590513748890	1590513830090
USER	VetWithDiagnosis	3945	END	1590513748971	1590513830090
USER	VetWithoutDiagnosis	3986	END	1590513748809	1590513830100
USER	VetWithDiagnosis	3935	END	1590513748765	1590513830100
USER	VetWithoutDiagnosis	3987	END	1590513748831	1590513830100
USER	VetWithDiagnosis	3942	END	1590513748906	1590513830100
USER	VetWithDiagnosis	3938	END	1590513748831	1590513830100
REQUEST	9700		ShowMyDiagnosis	1590513830100	1590513830103	OK	 
REQUEST	9650		ShowMyDiagnosis	1590513830100	1590513830106	OK	 
USER	VetWithoutDiagnosis	3994	END	1590513748971	1590513830111
USER	VetWithDiagnosis	3946	END	1590513748986	1590513830111
USER	VetWithDiagnosis	3936	END	1590513748787	1590513830115
USER	VetWithoutDiagnosis	3984	END	1590513748765	1590513830115
USER	VetWithoutDiagnosis	3991	END	1590513748906	1590513830115
REQUEST	9651		ShowMyDiagnosis	1590513830111	1590513830116	OK	 
REQUEST	9701		ShowMyDiagnosis	1590513830116	1590513830119	OK	 
USER	VetWithDiagnosis	3937	END	1590513748809	1590513830125
USER	VetWithDiagnosis	3943	END	1590513748927	1590513830125
USER	VetWithDiagnosis	3939	END	1590513748846	1590513830125
USER	VetWithoutDiagnosis	3996	END	1590513749008	1590513830126
REQUEST	9702		ShowMyDiagnosis	1590513830126	1590513830129	OK	 
REQUEST	9652		ShowMyDiagnosis	1590513830126	1590513830132	OK	 
USER	VetWithoutDiagnosis	3997	END	1590513749030	1590513830135
USER	VetWithDiagnosis	3941	END	1590513748890	1590513830135
USER	VetWithoutDiagnosis	3993	END	1590513748949	1590513830135
USER	VetWithoutDiagnosis	3988	END	1590513748846	1590513830146
USER	VetWithDiagnosis	3940	END	1590513748868	1590513830146
REQUEST	9703		ShowMyDiagnosis	1590513830146	1590513830148	OK	 
USER	VetWithDiagnosis	3944	END	1590513748949	1590513830157
USER	VetWithDiagnosis	3948	END	1590513749030	1590513830168
USER	VetWithDiagnosis	3949	END	1590513749047	1590513830168
USER	VetWithoutDiagnosis	3998	END	1590513749048	1590513830168
REQUEST	9653		ShowMyDiagnosis	1590513830168	1590513830173	OK	 
USER	VetWithoutDiagnosis	4002	END	1590513749126	1590513830179
USER	VetWithDiagnosis	3950	END	1590513749069	1590513830179
USER	VetWithoutDiagnosis	3999	END	1590513749069	1590513830179
REQUEST	9704		ShowMyDiagnosis	1590513830179	1590513830182	OK	 
REQUEST	9654		ShowMyDiagnosis	1590513830179	1590513830185	OK	 
USER	VetWithoutDiagnosis	4000	END	1590513749091	1590513830190
USER	VetWithDiagnosis	3953	END	1590513749126	1590513830190
USER	VetWithoutDiagnosis	4054	END	1590513749126	1590513830190
USER	VetWithoutDiagnosis	4001	END	1590513749111	1590513830190
USER	VetWithDiagnosis	3951	END	1590513749091	1590513830190
USER	VetWithDiagnosis	4003	END	1590513749126	1590513830190
USER	VetWithDiagnosis	3947	END	1590513749008	1590513830191
REQUEST	9754		ShowMyDiagnosis	1590513830190	1590513830193	OK	 
REQUEST	9705		ShowMyDiagnosis	1590513830190	1590513830196	OK	 
USER	VetWithDiagnosis	3952	END	1590513749111	1590513830200
USER	VetWithoutDiagnosis	4055	END	1590513749169	1590513830211
REQUEST	9755		ShowMyDiagnosis	1590513830211	1590513830214	OK	 
USER	VetWithDiagnosis	4004	END	1590513749169	1590513830215
REQUEST	9706		ShowMyDiagnosis	1590513830211	1590513830218	OK	 
USER	VetWithoutDiagnosis	4056	END	1590513749185	1590513830225
REQUEST	9707		ShowMyDiagnosis	1590513830225	1590513830229	OK	 
USER	VetWithoutDiagnosis	4057	END	1590513749206	1590513830235
USER	VetWithDiagnosis	4006	END	1590513749206	1590513830246
USER	VetWithDiagnosis	4005	END	1590513749185	1590513830246
REQUEST	9756		ShowMyDiagnosis	1590513830246	1590513830248	OK	 
REQUEST	9757		ShowMyDiagnosis	1590513830256	1590513830259	OK	 
REQUEST	9708		ShowMyDiagnosis	1590513830256	1590513830262	OK	 
REQUEST	9758		ShowMyDiagnosis	1590513830267	1590513830270	OK	 
REQUEST	9709		ShowMyDiagnosis	1590513830267	1590513830272	OK	 
USER	VetWithoutDiagnosis	4058	END	1590513749228	1590513830288
USER	VetWithDiagnosis	4007	END	1590513749228	1590513830288
REQUEST	9759		ShowMyDiagnosis	1590513830288	1590513830291	OK	 
REQUEST	9710		ShowMyDiagnosis	1590513830288	1590513830294	OK	 
USER	VetWithDiagnosis	4009	END	1590513749265	1590513830309
USER	VetWithDiagnosis	4008	END	1590513749250	1590513830309
USER	VetWithoutDiagnosis	4060	END	1590513749266	1590513830309
USER	VetWithoutDiagnosis	4059	END	1590513749250	1590513830309
REQUEST	9711		ShowMyDiagnosis	1590513830319	1590513830324	OK	 
REQUEST	9760		ShowMyDiagnosis	1590513830330	1590513830332	OK	 
REQUEST	9712		ShowMyDiagnosis	1590513830330	1590513830335	OK	 
USER	VetWithDiagnosis	4010	END	1590513749287	1590513830340
USER	VetWithoutDiagnosis	4061	END	1590513749287	1590513830340
REQUEST	9761		ShowMyDiagnosis	1590513830340	1590513830342	OK	 
USER	VetWithoutDiagnosis	4062	END	1590513749309	1590513830351
USER	VetWithDiagnosis	4011	END	1590513749309	1590513830351
REQUEST	9762		ShowMyDiagnosis	1590513830351	1590513830354	OK	 
REQUEST	9714		ShowMyDiagnosis	1590513830351	1590513830357	OK	 
REQUEST	9713		ShowMyDiagnosis	1590513830351	1590513830358	OK	 
USER	VetWithDiagnosis	4012	END	1590513749331	1590513830365
REQUEST	9763		ShowMyDiagnosis	1590513830365	1590513830367	OK	 
USER	VetWithDiagnosis	4013	END	1590513749347	1590513830376
USER	VetWithoutDiagnosis	4063	END	1590513749331	1590513830376
REQUEST	9764		ShowMyDiagnosis	1590513830376	1590513830379	OK	 
USER	VetWithoutDiagnosis	4064	END	1590513749347	1590513830387
REQUEST	9715		ShowMyDiagnosis	1590513830386	1590513830391	OK	 
USER	VetWithoutDiagnosis	4065	END	1590513749368	1590513830407
USER	VetWithDiagnosis	4014	END	1590513749368	1590513830407
REQUEST	9765		ShowMyDiagnosis	1590513830407	1590513830410	OK	 
REQUEST	9716		ShowMyDiagnosis	1590513830407	1590513830413	OK	 
USER	VetWithoutDiagnosis	4066	END	1590513749390	1590513830418
REQUEST	9766		ShowMyDiagnosis	1590513830418	1590513830420	OK	 
REQUEST	9717		ShowMyDiagnosis	1590513830428	1590513830433	OK	 
USER	VetWithDiagnosis	4015	END	1590513749390	1590513830439
REQUEST	9767		ShowMyDiagnosis	1590513830439	1590513830442	OK	 
REQUEST	9718		ShowMyDiagnosis	1590513830439	1590513830445	OK	 
USER	VetWithoutDiagnosis	4068	END	1590513749427	1590513830461
USER	VetWithoutDiagnosis	4067	END	1590513749405	1590513830461
REQUEST	9768		ShowMyDiagnosis	1590513830461	1590513830465	OK	 
USER	VetWithDiagnosis	4016	END	1590513749405	1590513830465
REQUEST	9719		ShowMyDiagnosis	1590513830461	1590513830467	OK	 
USER	VetWithDiagnosis	4017	END	1590513749427	1590513830476
REQUEST	9720		ShowMyDiagnosis	1590513830476	1590513830480	OK	 
REQUEST	9769		ShowMyDiagnosis	1590513830486	1590513830488	OK	 
USER	VetWithoutDiagnosis	4069	END	1590513749450	1590513830497
REQUEST	9721		ShowMyDiagnosis	1590513830496	1590513830507	OK	 
USER	VetWithoutDiagnosis	4070	END	1590513749465	1590513830508
REQUEST	9770		ShowMyDiagnosis	1590513830508	1590513830510	OK	 
USER	VetWithDiagnosis	4018	END	1590513749449	1590513830518
USER	VetWithDiagnosis	4019	END	1590513749465	1590513830529
USER	VetWithoutDiagnosis	4071	END	1590513749487	1590513830529
REQUEST	9771		ShowMyDiagnosis	1590513830529	1590513830531	OK	 
REQUEST	9722		ShowMyDiagnosis	1590513830529	1590513830536	OK	 
USER	VetWithDiagnosis	4020	END	1590513749487	1590513830539
USER	VetWithoutDiagnosis	4072	END	1590513749509	1590513830539
REQUEST	9772		ShowMyDiagnosis	1590513830550	1590513830553	OK	 
USER	VetWithDiagnosis	4021	END	1590513749509	1590513830561
REQUEST	9773		ShowMyDiagnosis	1590513830565	1590513830569	OK	 
REQUEST	9723		ShowMyDiagnosis	1590513830561	1590513830571	OK	 
REQUEST	9724		ShowMyDiagnosis	1590513830565	1590513830575	OK	 
USER	VetWithoutDiagnosis	4073	END	1590513749531	1590513830576
USER	VetWithDiagnosis	4022	END	1590513749531	1590513830576
USER	VetWithDiagnosis	4023	END	1590513749545	1590513830586
USER	VetWithoutDiagnosis	4074	END	1590513749545	1590513830586
REQUEST	9774		ShowMyDiagnosis	1590513830586	1590513830591	OK	 
REQUEST	9725		ShowMyDiagnosis	1590513830586	1590513830594	OK	 
USER	VetWithoutDiagnosis	4075	END	1590513749568	1590513830597
USER	VetWithDiagnosis	4024	END	1590513749567	1590513830597
REQUEST	9775		ShowMyDiagnosis	1590513830629	1590513830632	OK	 
REQUEST	9776		ShowMyDiagnosis	1590513830629	1590513830632	OK	 
REQUEST	9726		ShowMyDiagnosis	1590513830629	1590513830634	OK	 
USER	VetWithDiagnosis	4025	END	1590513749589	1590513830640
USER	VetWithoutDiagnosis	4076	END	1590513749589	1590513830640
REQUEST	9727		ShowMyDiagnosis	1590513830640	1590513830644	OK	 
USER	VetWithoutDiagnosis	4077	END	1590513749606	1590513830650
REQUEST	9777		ShowMyDiagnosis	1590513830650	1590513830652	OK	 
REQUEST	9728		ShowMyDiagnosis	1590513830650	1590513830656	OK	 
USER	VetWithDiagnosis	4026	END	1590513749606	1590513830661
USER	VetWithoutDiagnosis	4078	END	1590513749629	1590513830665
USER	VetWithDiagnosis	4027	END	1590513749629	1590513830665
REQUEST	9778		ShowMyDiagnosis	1590513830665	1590513830668	OK	 
REQUEST	9729		ShowMyDiagnosis	1590513830665	1590513830672	OK	 
REQUEST	9779		ShowMyDiagnosis	1590513830676	1590513830678	OK	 
REQUEST	9730		ShowMyDiagnosis	1590513830676	1590513830680	OK	 
REQUEST	9780		ShowMyDiagnosis	1590513830696	1590513830698	OK	 
REQUEST	9731		ShowMyDiagnosis	1590513830696	1590513830702	OK	 
USER	VetWithoutDiagnosis	4079	END	1590513749650	1590513830707
USER	VetWithoutDiagnosis	4080	END	1590513749665	1590513830707
USER	VetWithDiagnosis	4029	END	1590513749665	1590513830707
USER	VetWithDiagnosis	4028	END	1590513749650	1590513830707
USER	VetWithoutDiagnosis	4081	END	1590513749687	1590513830718
REQUEST	9781		ShowMyDiagnosis	1590513830729	1590513830731	OK	 
REQUEST	9732		ShowMyDiagnosis	1590513830729	1590513830734	OK	 
USER	VetWithDiagnosis	4030	END	1590513749687	1590513830740
USER	VetWithDiagnosis	4031	END	1590513749709	1590513830750
REQUEST	9782		ShowMyDiagnosis	1590513830750	1590513830753	OK	 
REQUEST	9733		ShowMyDiagnosis	1590513830750	1590513830756	OK	 
USER	VetWithoutDiagnosis	4082	END	1590513749709	1590513830761
REQUEST	9783		ShowMyDiagnosis	1590513830761	1590513830763	OK	 
USER	VetWithoutDiagnosis	4083	END	1590513749731	1590513830765
REQUEST	9734		ShowMyDiagnosis	1590513830761	1590513830767	OK	 
USER	VetWithoutDiagnosis	4084	END	1590513749748	1590513830775
USER	VetWithDiagnosis	4032	END	1590513749731	1590513830775
USER	VetWithDiagnosis	4033	END	1590513749748	1590513830785
REQUEST	9784		ShowMyDiagnosis	1590513830785	1590513830788	OK	 
REQUEST	9735		ShowMyDiagnosis	1590513830796	1590513830801	OK	 
USER	VetWithoutDiagnosis	4085	END	1590513749769	1590513830806
USER	VetWithDiagnosis	4034	END	1590513749769	1590513830806
REQUEST	9785		ShowMyDiagnosis	1590513830806	1590513830809	OK	 
REQUEST	9736		ShowMyDiagnosis	1590513830806	1590513830812	OK	 
REQUEST	9737		ShowMyDiagnosis	1590513830816	1590513830820	OK	 
USER	VetWithDiagnosis	4035	END	1590513749792	1590513830827
USER	VetWithoutDiagnosis	4086	END	1590513749792	1590513830827
REQUEST	9786		ShowMyDiagnosis	1590513830827	1590513830830	OK	 
USER	VetWithoutDiagnosis	4087	END	1590513749806	1590513830838
REQUEST	9787		ShowMyDiagnosis	1590513830838	1590513830840	OK	 
USER	VetWithDiagnosis	4036	END	1590513749806	1590513830848
REQUEST	9738		ShowMyDiagnosis	1590513830848	1590513830852	OK	 
USER	VetWithDiagnosis	4037	END	1590513749828	1590513830868
USER	VetWithoutDiagnosis	4088	END	1590513749828	1590513830868
REQUEST	9788		ShowMyDiagnosis	1590513830868	1590513830872	OK	 
REQUEST	9739		ShowMyDiagnosis	1590513830868	1590513830875	OK	 
REQUEST	9789		ShowMyDiagnosis	1590513830879	1590513830882	OK	 
REQUEST	9740		ShowMyDiagnosis	1590513830879	1590513830885	OK	 
USER	VetWithoutDiagnosis	4089	END	1590513749850	1590513830890
USER	VetWithDiagnosis	4038	END	1590513749850	1590513830890
USER	VetWithoutDiagnosis	4090	END	1590513749865	1590513830900
REQUEST	9790		ShowMyDiagnosis	1590513830905	1590513830908	OK	 
REQUEST	9741		ShowMyDiagnosis	1590513830905	1590513830912	OK	 
USER	VetWithDiagnosis	4039	END	1590513749865	1590513830916
USER	VetWithoutDiagnosis	4091	END	1590513749887	1590513830937
USER	VetWithDiagnosis	4040	END	1590513749887	1590513830937
REQUEST	9791		ShowMyDiagnosis	1590513830937	1590513830942	OK	 
REQUEST	9742		ShowMyDiagnosis	1590513830937	1590513830945	OK	 
REQUEST	9792		ShowMyDiagnosis	1590513830947	1590513830950	OK	 
REQUEST	9743		ShowMyDiagnosis	1590513830947	1590513830953	OK	 
USER	VetWithDiagnosis	4041	END	1590513749909	1590513830957
USER	VetWithoutDiagnosis	4092	END	1590513749909	1590513830957
REQUEST	9793		ShowMyDiagnosis	1590513830968	1590513830971	OK	 
REQUEST	9744		ShowMyDiagnosis	1590513830968	1590513830976	OK	 
USER	VetWithoutDiagnosis	4093	END	1590513749931	1590513830979
REQUEST	9794		ShowMyDiagnosis	1590513830990	1590513830992	OK	 
USER	VetWithoutDiagnosis	4095	END	1590513749967	1590513831001
USER	VetWithoutDiagnosis	4094	END	1590513749946	1590513831001
USER	VetWithDiagnosis	4042	END	1590513749931	1590513831001
USER	VetWithDiagnosis	4043	END	1590513749946	1590513831005
USER	VetWithDiagnosis	4044	END	1590513749967	1590513831005
REQUEST	9745		ShowMyDiagnosis	1590513831001	1590513831010	OK	 
REQUEST	9795		ShowMyDiagnosis	1590513831016	1590513831020	OK	 
REQUEST	9746		ShowMyDiagnosis	1590513831016	1590513831023	OK	 
USER	VetWithoutDiagnosis	4096	END	1590513749989	1590513831027
REQUEST	9747		ShowMyDiagnosis	1590513831027	1590513831032	OK	 
