ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.History17OwnerPets	history17ownerpets	1590493698476	 	3.3.1
REQUEST	658		favicon.png	1590493813368	1590493817869	OK	 
REQUEST	1008		spring-pivotal-logo.png	1590493813390	1590493817876	OK	 
REQUEST	1003		petclinic.css	1590493813385	1590493817880	OK	 
REQUEST	1003		bootstrap.min.js	1590493817855	1590493817885	OK	 
REQUEST	1008		favicon.png	1590493813389	1590493817887	OK	 
REQUEST	1003		favicon.png	1590493813385	1590493817887	OK	 
REQUEST	1003		pets.png	1590493813386	1590493817897	OK	 
REQUEST	971		jquery-ui.min.js	1590493813426	1590493817900	OK	 
REQUEST	971		jquery.min.js	1590493813414	1590493817905	OK	 
REQUEST	675		jquery.min.js	1590493813420	1590493817906	OK	 
REQUEST	1045		Home	1590493813448	1590493817913	OK	 
USER	AddPet	281	END	1590493730731	1590493817922
REQUEST	1008		pets.png	1590493813390	1590493817926	OK	 
REQUEST	675		jquery-ui.min.js	1590493813436	1590493817935	OK	 
REQUEST	1040		Home	1590493813445	1590493817938	OK	 
REQUEST	967		jquery-ui.min.js	1590493813464	1590493817938	OK	 
REQUEST	680		bootstrap.min.js	1590493813504	1590493817952	OK	 
REQUEST	884		Login	1590493813516	1590493817954	OK	 
REQUEST	889		Login	1590493813516	1590493817954	OK	 
REQUEST	1040		favicon.png	1590493817939	1590493817967	OK	 
REQUEST	671		Pets	1590493812671	1590493817980	OK	 
REQUEST	191		AddPetPost	1590493790277	1590493817999	OK	 
REQUEST	1040		jquery.min.js	1590493817968	1590493818004	OK	 
REQUEST	1040		jquery-ui.min.js	1590493818004	1590493818020	OK	 
REQUEST	1040		bootstrap.min.js	1590493818020	1590493818030	OK	 
REQUEST	267		EditPetPost Redirect 1	1590493801462	1590493818042	OK	 
REQUEST	889		bootstrap.min.css	1590493817955	1590493818047	OK	 
USER	EditPet	1084	START	1590493818055	1590493818055
USER	AddPet	1080	START	1590493818055	1590493818055
REQUEST	706		jquery-ui.theme.min.css	1590493813628	1590493818061	OK	 
REQUEST	706		spring-pivotal-logo.png	1590493813628	1590493818065	OK	 
REQUEST	884		bootstrap.min.css	1590493817955	1590493818066	OK	 
REQUEST	889		signin.css	1590493817955	1590493818067	OK	 
REQUEST	706		petclinic.css	1590493813628	1590493818072	OK	 
REQUEST	706		jquery-ui.min.css	1590493813628	1590493818080	OK	 
REQUEST	706		jquery.min.js	1590493818061	1590493818084	OK	 
REQUEST	884		signin.css	1590493817954	1590493818087	OK	 
REQUEST	706		pets.png	1590493813628	1590493818088	OK	 
REQUEST	706		favicon.png	1590493813628	1590493818094	OK	 
REQUEST	972		jquery.min.js	1590493813640	1590493818099	OK	 
REQUEST	1041		Home	1590493813672	1590493818101	OK	 
REQUEST	890		Login	1590493813677	1590493818104	OK	 
REQUEST	1046		Home	1590493813672	1590493818105	OK	 
REQUEST	1046		favicon.png	1590493818105	1590493818116	OK	 
REQUEST	1046		jquery.min.js	1590493818117	1590493818124	OK	 
REQUEST	422		EditPetPost	1590493812416	1590493818127	OK	 
REQUEST	885		Login	1590493813680	1590493818128	OK	 
REQUEST	222		EditPetPost Redirect 1	1590493813365	1590493818131	OK	 
REQUEST	1046		jquery-ui.min.js	1590493818124	1590493818140	OK	 
REQUEST	701		petclinic.css	1590493813738	1590493818149	OK	 
REQUEST	701		jquery-ui.theme.min.css	1590493813738	1590493818154	OK	 
REQUEST	1046		bootstrap.min.js	1590493818140	1590493818160	OK	 
REQUEST	701		pets.png	1590493813738	1590493818167	OK	 
REQUEST	701		spring-pivotal-logo.png	1590493813738	1590493818180	OK	 
REQUEST	1009		favicon.png	1590493813753	1590493818187	OK	 
REQUEST	1009		jquery.min.js	1590493818187	1590493818194	OK	 
REQUEST	701		jquery-ui.min.css	1590493813738	1590493818200	OK	 
REQUEST	701		favicon.png	1590493813738	1590493818203	OK	 
REQUEST	1004		favicon.png	1590493813755	1590493818209	OK	 
REQUEST	1009		petclinic.css	1590493813753	1590493818213	OK	 
REQUEST	1004		jquery.min.js	1590493818209	1590493818219	OK	 
REQUEST	1009		pets.png	1590493813753	1590493818221	OK	 
REQUEST	1009		jquery-ui.theme.min.css	1590493813753	1590493818223	OK	 
REQUEST	1009		jquery-ui.min.css	1590493813753	1590493818230	OK	 
REQUEST	1004		jquery-ui.min.css	1590493813755	1590493818234	OK	 
REQUEST	1004		jquery-ui.theme.min.css	1590493813755	1590493818240	OK	 
USER	EditPet	265	END	1590493728319	1590493818247
USER	AddPet	1085	START	1590493818247	1590493818247
REQUEST	890		bootstrap.min.css	1590493818105	1590493818254	OK	 
REQUEST	890		signin.css	1590493818105	1590493818255	OK	 
USER	EditPet	1090	START	1590493818256	1590493818256
REQUEST	1004		petclinic.css	1590493813755	1590493818265	OK	 
REQUEST	885		bootstrap.min.css	1590493818129	1590493818268	OK	 
REQUEST	1004		pets.png	1590493813755	1590493818270	OK	 
REQUEST	906		Login	1590493813773	1590493818272	OK	 
REQUEST	1004		spring-pivotal-logo.png	1590493813755	1590493818281	OK	 
REQUEST	1009		spring-pivotal-logo.png	1590493813754	1590493818281	OK	 
REQUEST	681		jquery.min.js	1590493813882	1590493818293	OK	 
REQUEST	885		signin.css	1590493818129	1590493818294	OK	 
REQUEST	367		EditPetPost	1590493806834	1590493818305	OK	 
REQUEST	681		jquery-ui.min.js	1590493813906	1590493818305	OK	 
REQUEST	716		jquery.min.js	1590493813913	1590493818311	OK	 
REQUEST	1042		Home	1590493814009	1590493818318	OK	 
REQUEST	716		jquery-ui.min.js	1590493813924	1590493818335	OK	 
REQUEST	886		Login	1590493814013	1590493818338	OK	 
REQUEST	1047		Home	1590493814010	1590493818348	OK	 
REQUEST	891		Login	1590493814014	1590493818356	OK	 
REQUEST	344		EditPetPost	1590493813589	1590493818369	OK	 
REQUEST	358		EditPetPost	1590493806306	1590493818369	OK	 
REQUEST	752		jquery-ui.theme.min.css	1590493814044	1590493818374	OK	 
REQUEST	430		EditPetGet	1590493791266	1590493818374	OK	 
REQUEST	906		bootstrap.min.css	1590493818272	1590493818381	OK	 
REQUEST	752		jquery-ui.min.css	1590493814044	1590493818382	OK	 
REQUEST	752		pets.png	1590493814044	1590493818393	OK	 
REQUEST	752		spring-pivotal-logo.png	1590493814044	1590493818393	OK	 
REQUEST	906		signin.css	1590493818272	1590493818400	OK	 
REQUEST	752		favicon.png	1590493814044	1590493818402	OK	 
REQUEST	752		petclinic.css	1590493814044	1590493818402	OK	 
REQUEST	734		bootstrap.min.js	1590493814057	1590493818408	OK	 
REQUEST	734		jquery-ui.min.js	1590493814046	1590493818410	OK	 
REQUEST	687		jquery.min.js	1590493814069	1590493818413	OK	 
REQUEST	699		jquery.min.js	1590493814068	1590493818414	OK	 
REQUEST	1043		Home	1590493814089	1590493818417	OK	 
REQUEST	687		jquery-ui.min.js	1590493814081	1590493818427	OK	 
REQUEST	1048		Home	1590493814095	1590493818431	OK	 
USER	AddPet	337	END	1590493737257	1590493818440
USER	AddPet	1086	START	1590493818445	1590493818445
USER	EditPet	1091	START	1590493818445	1590493818445
REQUEST	886		signin.css	1590493818338	1590493818462	OK	 
REQUEST	886		bootstrap.min.css	1590493818338	1590493818467	OK	 
REQUEST	423		EditPetPost	1590493813622	1590493818471	OK	 
REQUEST	846		Logged	1590493814103	1590493818476	OK	 
REQUEST	699		bootstrap.min.js	1590493814128	1590493818481	OK	 
REQUEST	415		EditPetGet	1590493814014	1590493818481	OK	 
REQUEST	973		jquery.min.js	1590493814146	1590493818485	OK	 
REQUEST	973		jquery-ui.min.js	1590493814155	1590493818487	OK	 
REQUEST	969		bootstrap.min.js	1590493814180	1590493818493	OK	 
REQUEST	969		jquery-ui.min.js	1590493814172	1590493818494	OK	 
REQUEST	891		bootstrap.min.css	1590493818357	1590493818498	OK	 
REQUEST	891		signin.css	1590493818357	1590493818503	OK	 
REQUEST	328		AddPetPost	1590493801777	1590493818520	OK	 
REQUEST	297		AddPetPost	1590493791842	1590493818536	OK	 
REQUEST	916		Login	1590493814195	1590493818537	OK	 
REQUEST	887		Login	1590493814262	1590493818538	OK	 
REQUEST	892		Login	1590493814259	1590493818539	OK	 
REQUEST	852		Logged	1590493814265	1590493818544	OK	 
REQUEST	865		Logged	1590493814264	1590493818547	OK	 
REQUEST	1054		Home	1590493814262	1590493818549	OK	 
REQUEST	1049		Home	1590493814262	1590493818552	OK	 
REQUEST	1010		favicon.png	1590493814282	1590493818567	OK	 
REQUEST	1010		jquery.min.js	1590493818567	1590493818573	OK	 
REQUEST	1010		petclinic.css	1590493814282	1590493818581	OK	 
REQUEST	1010		spring-pivotal-logo.png	1590493814283	1590493818595	OK	 
REQUEST	1010		pets.png	1590493814282	1590493818602	OK	 
REQUEST	1010		jquery-ui.theme.min.css	1590493814282	1590493818610	OK	 
REQUEST	623		Pets	1590493802064	1590493818613	OK	 
REQUEST	796		Logged	1590493807369	1590493818617	OK	 
REQUEST	673		jquery-ui.min.css	1590493814288	1590493818619	OK	 
REQUEST	806		Logged	1590493807416	1590493818620	OK	 
REQUEST	1010		jquery-ui.min.css	1590493814282	1590493818621	OK	 
REQUEST	673		jquery-ui.theme.min.css	1590493814288	1590493818625	OK	 
REQUEST	887		bootstrap.min.css	1590493818538	1590493818628	OK	 
REQUEST	916		bootstrap.min.css	1590493818538	1590493818647	OK	 
REQUEST	892		bootstrap.min.css	1590493818540	1590493818664	OK	 
REQUEST	887		signin.css	1590493818538	1590493818664	OK	 
REQUEST	916		signin.css	1590493818538	1590493818665	OK	 
REQUEST	673		petclinic.css	1590493814288	1590493818677	OK	 
REQUEST	1005		jquery-ui.theme.min.css	1590493814301	1590493818683	OK	 
REQUEST	892		signin.css	1590493818540	1590493818684	OK	 
REQUEST	673		favicon.png	1590493814287	1590493818693	OK	 
REQUEST	1005		favicon.png	1590493814301	1590493818695	OK	 
REQUEST	1005		jquery-ui.min.js	1590493818695	1590493818701	OK	 
USER	EditPet	1092	START	1590493818712	1590493818712
USER	AddPet	1087	START	1590493818712	1590493818712
REQUEST	1005		petclinic.css	1590493814301	1590493818732	OK	 
REQUEST	1005		jquery-ui.min.css	1590493814301	1590493818738	OK	 
REQUEST	673		pets.png	1590493814288	1590493818745	OK	 
REQUEST	1005		spring-pivotal-logo.png	1590493814301	1590493818748	OK	 
REQUEST	1006		jquery-ui.min.css	1590493814324	1590493818754	OK	 
REQUEST	1006		bootstrap.min.js	1590493818754	1590493818761	OK	 
REQUEST	1006		petclinic.css	1590493814324	1590493818768	OK	 
REQUEST	1005		pets.png	1590493814301	1590493818772	OK	 
REQUEST	1006		jquery-ui.theme.min.css	1590493814324	1590493818778	OK	 
REQUEST	1006		spring-pivotal-logo.png	1590493814325	1590493818781	OK	 
REQUEST	1006		pets.png	1590493814325	1590493818788	OK	 
REQUEST	1011		favicon.png	1590493814356	1590493818814	OK	 
REQUEST	418		AddPetGet	1590493790677	1590493818834	OK	 
REQUEST	294		EditPetPost Redirect 1	1590493803855	1590493818835	OK	 
REQUEST	1011		jquery-ui.min.css	1590493814356	1590493818839	OK	 
REQUEST	1011		jquery-ui.theme.min.css	1590493814356	1590493818845	OK	 
REQUEST	1011		petclinic.css	1590493814356	1590493818852	OK	 
USER	EditPet	1093	START	1590493818861	1590493818861
USER	AddPet	1088	START	1590493818861	1590493818861
REQUEST	1011		jquery.min.js	1590493818814	1590493818866	OK	 
REQUEST	1011		spring-pivotal-logo.png	1590493814356	1590493818867	OK	 
REQUEST	1011		pets.png	1590493814356	1590493818874	OK	 
REQUEST	790		spring-pivotal-logo.png	1590493814386	1590493818879	OK	 
REQUEST	790		jquery-ui.min.css	1590493814385	1590493818882	OK	 
USER	EditPet	287	END	1590493730933	1590493818891
REQUEST	790		favicon.png	1590493814385	1590493818897	OK	 
REQUEST	790		petclinic.css	1590493814385	1590493818917	OK	 
USER	EditPet	221	END	1590493723795	1590493818920
REQUEST	790		jquery-ui.theme.min.css	1590493814385	1590493818922	OK	 
REQUEST	1006		jquery-ui.min.js	1590493814368	1590493818927	OK	 
REQUEST	917		Login	1590493814400	1590493818926	OK	 
REQUEST	790		pets.png	1590493814385	1590493818933	OK	 
REQUEST	974		jquery-ui.min.js	1590493814433	1590493818944	OK	 
REQUEST	974		bootstrap.min.js	1590493814439	1590493818953	OK	 
REQUEST	627		Pets	1590493802577	1590493818957	OK	 
REQUEST	1055		Home	1590493814447	1590493818960	OK	 
REQUEST	1050		Home	1590493814446	1590493818968	OK	 
REQUEST	1050		favicon.png	1590493818969	1590493818982	OK	 
REQUEST	974		jquery.min.js	1590493814424	1590493818989	OK	 
USER	EditPet	238	END	1590493725292	1590493818993
REQUEST	785		petclinic.css	1590493814485	1590493819002	OK	 
REQUEST	785		favicon.png	1590493814485	1590493819006	OK	 
REQUEST	785		pets.png	1590493814485	1590493819018	OK	 
REQUEST	785		jquery-ui.min.css	1590493814485	1590493819020	OK	 
REQUEST	785		jquery-ui.theme.min.css	1590493814485	1590493819027	OK	 
REQUEST	312		EditPetPost Redirect 1	1590493802675	1590493819032	OK	 
REQUEST	725		jquery-ui.theme.min.css	1590493814524	1590493819037	OK	 
REQUEST	725		pets.png	1590493814524	1590493819040	OK	 
REQUEST	917		bootstrap.min.css	1590493818927	1590493819042	OK	 
REQUEST	785		jquery-ui.min.js	1590493814519	1590493819047	OK	 
USER	AddPet	1089	START	1590493819051	1590493819051
USER	EditPet	1094	START	1590493819051	1590493819051
REQUEST	917		signin.css	1590493818927	1590493819056	OK	 
REQUEST	725		favicon.png	1590493814523	1590493819061	OK	 
REQUEST	770		Logged Redirect 1	1590493814534	1590493819065	OK	 
REQUEST	725		jquery-ui.min.css	1590493814524	1590493819070	OK	 
REQUEST	725		petclinic.css	1590493814524	1590493819081	OK	 
REQUEST	1007		petclinic.css	1590493814539	1590493819089	OK	 
REQUEST	1012		jquery-ui.theme.min.css	1590493814536	1590493819092	OK	 
REQUEST	1012		jquery-ui.min.css	1590493814536	1590493819098	OK	 
REQUEST	1012		jquery.min.js	1590493819093	1590493819104	OK	 
REQUEST	381		AddPetGet	1590493797221	1590493819104	OK	 
REQUEST	1007		jquery-ui.min.css	1590493814539	1590493819111	OK	 
REQUEST	1007		jquery-ui.theme.min.css	1590493814539	1590493819113	OK	 
REQUEST	1007		pets.png	1590493814539	1590493819119	OK	 
REQUEST	1012		pets.png	1590493814536	1590493819120	OK	 
REQUEST	1007		favicon.png	1590493814539	1590493819127	OK	 
REQUEST	1012		spring-pivotal-logo.png	1590493814536	1590493819127	OK	 
REQUEST	1007		spring-pivotal-logo.png	1590493814539	1590493819127	OK	 
REQUEST	1012		favicon.png	1590493814536	1590493819130	OK	 
REQUEST	1012		petclinic.css	1590493814536	1590493819137	OK	 
REQUEST	980		bootstrap.min.js	1590493814596	1590493819144	OK	 
REQUEST	980		jquery.min.js	1590493814581	1590493819147	OK	 
REQUEST	893		Login	1590493814631	1590493819150	OK	 
REQUEST	725		bootstrap.min.js	1590493814616	1590493819154	OK	 
REQUEST	980		jquery-ui.min.js	1590493814588	1590493819156	OK	 
REQUEST	1051		Home	1590493814651	1590493819161	OK	 
REQUEST	743		bootstrap.min.js	1590493814647	1590493819165	OK	 
REQUEST	1056		Home	1590493814651	1590493819169	OK	 
REQUEST	1051		favicon.png	1590493819161	1590493819181	OK	 
REQUEST	1056		favicon.png	1590493819170	1590493819183	OK	 
REQUEST	322		EditPetPost	1590493802585	1590493819191	OK	 
REQUEST	854		Logged	1590493814694	1590493819194	OK	 
REQUEST	898		Login	1590493814694	1590493819195	OK	 
REQUEST	470		EditPetGet	1590493807641	1590493819199	OK	 
REQUEST	1056		jquery.min.js	1590493819184	1590493819206	OK	 
REQUEST	810		jquery-ui.theme.min.css	1590493814699	1590493819217	OK	 
REQUEST	1051		jquery.min.js	1590493819181	1590493819220	OK	 
REQUEST	810		pets.png	1590493814699	1590493819221	OK	 
REQUEST	810		favicon.png	1590493814699	1590493819226	OK	 
REQUEST	810		jquery-ui.min.css	1590493814699	1590493819229	OK	 
REQUEST	792		favicon.png	1590493814705	1590493819234	OK	 
REQUEST	1051		jquery-ui.min.js	1590493819220	1590493819244	OK	 
REQUEST	792		jquery-ui.theme.min.css	1590493814705	1590493819249	OK	 
REQUEST	792		jquery-ui.min.css	1590493814705	1590493819256	OK	 
REQUEST	792		pets.png	1590493814705	1590493819265	OK	 
REQUEST	792		bootstrap.min.js	1590493819256	1590493819265	OK	 
REQUEST	792		petclinic.css	1590493814705	1590493819268	OK	 
REQUEST	787		jquery-ui.min.css	1590493814716	1590493819272	OK	 
REQUEST	810		petclinic.css	1590493814699	1590493819279	OK	 
REQUEST	792		spring-pivotal-logo.png	1590493814705	1590493819284	OK	 
REQUEST	787		spring-pivotal-logo.png	1590493814716	1590493819287	OK	 
REQUEST	893		bootstrap.min.css	1590493819150	1590493819293	OK	 
REQUEST	893		signin.css	1590493819150	1590493819294	OK	 
REQUEST	787		petclinic.css	1590493814716	1590493819296	OK	 
REQUEST	787		pets.png	1590493814716	1590493819301	OK	 
REQUEST	766		jquery-ui.theme.min.css	1590493814739	1590493819305	OK	 
USER	AddPet	1095	START	1590493819311	1590493819311
USER	EditPet	1098	START	1590493819312	1590493819312
REQUEST	898		signin.css	1590493819195	1590493819315	OK	 
REQUEST	898		bootstrap.min.css	1590493819196	1590493819316	OK	 
REQUEST	787		jquery-ui.theme.min.css	1590493814716	1590493819318	OK	 
REQUEST	787		favicon.png	1590493814716	1590493819325	OK	 
REQUEST	766		pets.png	1590493814739	1590493819330	OK	 
REQUEST	766		petclinic.css	1590493814739	1590493819335	OK	 
REQUEST	766		jquery-ui.min.js	1590493819330	1590493819339	OK	 
REQUEST	766		jquery-ui.min.css	1590493814739	1590493819345	OK	 
REQUEST	766		spring-pivotal-logo.png	1590493814739	1590493819348	OK	 
REQUEST	810		bootstrap.min.js	1590493814750	1590493819349	OK	 
REQUEST	755		jquery-ui.min.css	1590493814775	1590493819355	OK	 
REQUEST	756		petclinic.css	1590493814778	1590493819395	OK	 
REQUEST	756		jquery-ui.theme.min.css	1590493814778	1590493819396	OK	 
REQUEST	756		jquery-ui.min.css	1590493814778	1590493819396	OK	 
REQUEST	755		favicon.png	1590493814774	1590493819397	OK	 
REQUEST	755		pets.png	1590493814775	1590493819397	OK	 
REQUEST	755		petclinic.css	1590493814774	1590493819398	OK	 
REQUEST	755		spring-pivotal-logo.png	1590493814775	1590493819398	OK	 
REQUEST	766		favicon.png	1590493814739	1590493819398	OK	 
REQUEST	756		spring-pivotal-logo.png	1590493814779	1590493819403	OK	 
REQUEST	755		jquery-ui.theme.min.css	1590493814775	1590493819406	OK	 
REQUEST	756		pets.png	1590493814779	1590493819413	OK	 
REQUEST	713		pets.png	1590493814782	1590493819413	OK	 
REQUEST	756		favicon.png	1590493814778	1590493819423	OK	 
REQUEST	713		jquery-ui.min.css	1590493814782	1590493819425	OK	 
REQUEST	713		petclinic.css	1590493814782	1590493819432	OK	 
REQUEST	713		jquery-ui.theme.min.css	1590493814782	1590493819438	OK	 
REQUEST	713		favicon.png	1590493814782	1590493819443	OK	 
REQUEST	557		petclinic.css	1590493814784	1590493819452	OK	 
REQUEST	557		favicon.png	1590493814784	1590493819460	OK	 
REQUEST	713		spring-pivotal-logo.png	1590493814782	1590493819462	OK	 
REQUEST	557		jquery-ui.min.css	1590493814784	1590493819464	OK	 
REQUEST	557		jquery-ui.min.js	1590493819460	1590493819473	OK	 
REQUEST	557		spring-pivotal-logo.png	1590493814784	1590493819476	OK	 
REQUEST	557		jquery-ui.theme.min.css	1590493814784	1590493819480	OK	 
REQUEST	557		pets.png	1590493814784	1590493819480	OK	 
REQUEST	720		favicon.png	1590493814787	1590493819485	OK	 
REQUEST	720		spring-pivotal-logo.png	1590493814787	1590493819488	OK	 
REQUEST	720		petclinic.css	1590493814787	1590493819488	OK	 
REQUEST	720		jquery.min.js	1590493819485	1590493819496	OK	 
REQUEST	720		jquery-ui.theme.min.css	1590493814787	1590493819500	OK	 
REQUEST	720		jquery-ui.min.css	1590493814787	1590493819503	OK	 
REQUEST	791		Logged Redirect 1	1590493814795	1590493819503	OK	 
REQUEST	767		Logged Redirect 1	1590493814804	1590493819509	OK	 
REQUEST	720		pets.png	1590493814787	1590493819517	OK	 
REQUEST	678		favicon.png	1590493814807	1590493819521	OK	 
REQUEST	720		jquery-ui.min.js	1590493819488	1590493819523	OK	 
REQUEST	678		spring-pivotal-logo.png	1590493814809	1590493819528	OK	 
REQUEST	678		petclinic.css	1590493814808	1590493819530	OK	 
REQUEST	678		jquery-ui.min.css	1590493814808	1590493819536	OK	 
REQUEST	678		jquery-ui.min.js	1590493819528	1590493819538	OK	 
USER	AddPet	1096	START	1590493819545	1590493819545
USER	EditPet	1099	START	1590493819547	1590493819547
REQUEST	643		jquery-ui.theme.min.css	1590493814815	1590493819551	OK	 
REQUEST	726		jquery.min.js	1590493814826	1590493819559	OK	 
REQUEST	678		jquery.min.js	1590493819521	1590493819562	OK	 
USER	EditPet	194	END	1590493720664	1590493819567
REQUEST	735		Logged Redirect 1	1590493814822	1590493819570	OK	 
REQUEST	643		petclinic.css	1590493814815	1590493819581	OK	 
REQUEST	643		spring-pivotal-logo.png	1590493814815	1590493819588	OK	 
REQUEST	643		jquery-ui.min.css	1590493814815	1590493819590	OK	 
REQUEST	735		spring-pivotal-logo.png	1590493819571	1590493819593	OK	 
REQUEST	678		jquery-ui.theme.min.css	1590493814809	1590493819597	OK	 
REQUEST	678		pets.png	1590493814809	1590493819597	OK	 
REQUEST	643		bootstrap.min.js	1590493819588	1590493819600	OK	 
USER	EditPet	220	END	1590493723543	1590493819605
USER	EditPet	250	END	1590493727057	1590493819612
REQUEST	735		jquery.min.js	1590493819594	1590493819618	OK	 
REQUEST	726		jquery-ui.min.js	1590493814833	1590493819622	OK	 
REQUEST	913		Login	1590493814839	1590493819627	OK	 
REQUEST	1052		Home	1590493814850	1590493819633	OK	 
REQUEST	735		jquery-ui.min.js	1590493819618	1590493819636	OK	 
REQUEST	735		bootstrap.min.js	1590493819636	1590493819643	OK	 
REQUEST	1057		Home	1590493814852	1590493819645	OK	 
REQUEST	728		jquery-ui.min.js	1590493814857	1590493819650	OK	 
ERROR	EditPetPost: Failed to build request: No attribute named 'stoken3' is defined 	1590493819652
REQUEST	643		favicon.png	1590493814815	1590493819661	OK	 
REQUEST	643		pets.png	1590493814815	1590493819662	OK	 
REQUEST	981		jquery.min.js	1590493814918	1590493819678	OK	 
REQUEST	976		jquery-ui.min.js	1590493814903	1590493819682	OK	 
REQUEST	628		Pets	1590493807517	1590493819692	OK	 
REQUEST	981		bootstrap.min.js	1590493814929	1590493819696	OK	 
REQUEST	1017		pets.png	1590493814990	1590493819700	OK	 
REQUEST	1017		jquery-ui.min.css	1590493814990	1590493819705	OK	 
REQUEST	1017		jquery-ui.theme.min.css	1590493814990	1590493819712	OK	 
REQUEST	1017		favicon.png	1590493814990	1590493819718	OK	 
REQUEST	1013		favicon.png	1590493814994	1590493819725	OK	 
REQUEST	1017		petclinic.css	1590493814990	1590493819728	OK	 
REQUEST	1013		jquery.min.js	1590493819725	1590493819731	OK	 
REQUEST	1013		jquery-ui.min.css	1590493814994	1590493819736	OK	 
REQUEST	1013		jquery-ui.min.js	1590493819732	1590493819743	OK	 
REQUEST	1013		bootstrap.min.js	1590493819736	1590493819748	OK	 
REQUEST	1013		jquery-ui.theme.min.css	1590493814994	1590493819749	OK	 
REQUEST	1013		pets.png	1590493814994	1590493819755	OK	 
REQUEST	1017		spring-pivotal-logo.png	1590493814990	1590493819760	OK	 
REQUEST	1013		spring-pivotal-logo.png	1590493814994	1590493819767	OK	 
REQUEST	913		bootstrap.min.css	1590493819628	1590493819771	OK	 
REQUEST	1013		petclinic.css	1590493814994	1590493819780	OK	 
REQUEST	913		signin.css	1590493819628	1590493819783	OK	 
REQUEST	1014		jquery-ui.theme.min.css	1590493815022	1590493819787	OK	 
USER	AddPet	290	END	1590493731659	1590493819794
USER	EditPet	1100	START	1590493819798	1590493819798
USER	AddPet	1097	START	1590493819798	1590493819798
REQUEST	760		Logged Redirect 1	1590493815032	1590493819804	OK	 
REQUEST	650		Pets	1590493814191	1590493819816	OK	 
REQUEST	760		spring-pivotal-logo.png	1590493819805	1590493819821	OK	 
REQUEST	1014		favicon.png	1590493815021	1590493819827	OK	 
REQUEST	1014		jquery-ui.min.js	1590493819827	1590493819835	OK	 
REQUEST	1018		jquery-ui.min.css	1590493815028	1590493819861	OK	 
REQUEST	760		jquery.min.js	1590493819821	1590493819862	OK	 
REQUEST	760		jquery-ui.min.js	1590493819862	1590493819869	OK	 
REQUEST	398		EditPetPost	1590493807022	1590493819875	OK	 
REQUEST	1014		jquery-ui.min.css	1590493815021	1590493819880	OK	 
REQUEST	760		bootstrap.min.js	1590493819869	1590493819883	OK	 
REQUEST	819		Logged Redirect 1	1590493815019	1590493819887	OK	 
REQUEST	568		Pets	1590493814186	1590493819892	OK	 
REQUEST	1018		jquery-ui.theme.min.css	1590493815028	1590493819901	OK	 
REQUEST	1018		pets.png	1590493815028	1590493819905	OK	 
REQUEST	581		AddPetGet	1590493814476	1590493819920	OK	 
REQUEST	466		AddPetGet	1590493807682	1590493819920	OK	 
REQUEST	808		Logged	1590493808248	1590493819928	OK	 
REQUEST	826		Logged	1590493808245	1590493819928	OK	 
REQUEST	977		jquery.min.js	1590493815071	1590493819933	OK	 
REQUEST	1053		Home	1590493815081	1590493819935	OK	 
REQUEST	1058		Home	1590493815081	1590493819938	OK	 
REQUEST	331		EditPetPost Redirect 1	1590493807904	1590493819938	OK	 
REQUEST	899		Login	1590493815089	1590493819939	OK	 
REQUEST	977		bootstrap.min.js	1590493815098	1590493819943	OK	 
REQUEST	855		Logged	1590493815130	1590493819947	OK	 
REQUEST	850		Logged	1590493815132	1590493819948	OK	 
REQUEST	982		jquery-ui.min.js	1590493815138	1590493819954	OK	 
REQUEST	982		bootstrap.min.js	1590493815145	1590493819960	OK	 
REQUEST	894		Login	1590493815164	1590493819960	OK	 
REQUEST	895		Login	1590493815208	1590493819962	OK	 
REQUEST	900		Login	1590493815208	1590493819964	OK	 
REQUEST	501		Pets	1590493807839	1590493819980	OK	 
REQUEST	468		EditPetGet	1590493815135	1590493819989	OK	 
REQUEST	334		AddPetPost	1590493807920	1590493819994	OK	 
REQUEST	1015		jquery-ui.min.css	1590493815300	1590493819999	OK	 
REQUEST	777		Logged	1590493803017	1590493820014	OK	 
REQUEST	765		Logged	1590493803107	1590493820016	OK	 
REQUEST	1015		jquery-ui.theme.min.css	1590493815300	1590493820024	OK	 
REQUEST	769		Logged	1590493803111	1590493820031	OK	 
REQUEST	1015		jquery-ui.min.js	1590493820024	1590493820038	OK	 
REQUEST	1015		bootstrap.min.js	1590493820038	1590493820044	OK	 
REQUEST	895		bootstrap.min.css	1590493819963	1590493820048	OK	 
REQUEST	899		bootstrap.min.css	1590493819941	1590493820062	OK	 
REQUEST	895		signin.css	1590493819962	1590493820062	OK	 
REQUEST	899		signin.css	1590493819940	1590493820063	OK	 
REQUEST	894		bootstrap.min.css	1590493819962	1590493820068	OK	 
REQUEST	405		EditPetPost	1590493807883	1590493820075	OK	 
REQUEST	1019		jquery-ui.min.css	1590493815312	1590493820080	OK	 
REQUEST	1019		jquery-ui.theme.min.css	1590493815312	1590493820083	OK	 
REQUEST	900		bootstrap.min.css	1590493819964	1590493820090	OK	 
REQUEST	900		signin.css	1590493819964	1590493820091	OK	 
REQUEST	341		EditPetPost	1590493803356	1590493820102	OK	 
REQUEST	494		EditPetGet	1590493808846	1590493820104	OK	 
